match_definition,city,GUSH,FULLADRESS,street,new_date,old_dates_for_property,price_millions,area,rooms,floor,apt type,New_Project,build_year,building age,build_floors,_property_key
parcel_unit_like,באר שבע,38072-21-13,"אברהם אבינו, באר שבע",אברהם אבינו,2023-08-01,2003-08-08,0.835,66.25,,3.0,דירה בבית קומות,2nd hand,1960.0,63.0,4.0,באר שבע|38072-21|66.25||3.0|דירה בבית קומות|1960.0
parcel_unit_like,באר שבע,38366-7-6,"הרב שושנה, באר שבע",הרב שושנה,2024-02-29,2004-12-30,2.535,153.0,,0.0,קוטג' חד משפחתי,2nd hand,2002.0,22.0,,באר שבע|38366-7|153.0||0.0|קוטג' חד משפחתי|2002.0
parcel_unit_like,בית שמש,5240-2-38,"בן גוריון פולה, בית שמש",בן גוריון פולה,2000-11-23,1998-01-17,0.436,100.0,,1.0,לא צויין סוג ,2nd hand,1980.0,20.0,1.0,בית שמש|5240-2|100.0||1.0|לא צויין סוג|1980.0
parcel_unit_like,בית שמש,34278-36-63,"נחל ניצנים, בית שמש",נחל ניצנים,2000-11-26,1999-12-30,0.398,75.0,,3.0,לא צויין סוג ,New Project,2000.0,0.0,2.0,בית שמש|34278-36|75.0||3.0|לא צויין סוג|2000.0
parcel_unit_like,בית שמש,5240-2-28,"בן גוריון פולה, בית שמש",בן גוריון פולה,2002-07-04,1998-01-17,0.477,100.0,,1.0,לא צויין סוג ,2nd hand,1980.0,22.0,1.0,בית שמש|5240-2|100.0||1.0|לא צויין סוג|1980.0
parcel_unit_like,בית שמש,5219-21-13,"הנרקיס, בית שמש",הנרקיס,2008-03-01,2003-10-21,0.39,78.0,,2.0,דירה בבית קומות,2nd hand,1970.0,38.0,3.0,בית שמש|5219-21|78.0||2.0|דירה בבית קומות|1970.0
parcel_unit_like,בני ברק,6192-1030-14,"הרב סורוצקין, בני ברק",הרב סורוצקין,1998-06-09,1999-11-22,0.531,71.5,,4.0,לא צויין סוג ,2nd hand,1970.0,28.0,4.0,בני ברק|6192-1030|71.5||4.0|לא צויין סוג|1970.0
parcel_unit_like,בני ברק,6196-237-4,"הרב יוסף חיים, בני ברק",הרב יוסף חיים,1999-12-22,1998-01-29,0.626,60.2,,1.0,לא צויין סוג ,2nd hand,1960.0,39.0,1.0,בני ברק|6196-237|60.2||1.0|לא צויין סוג|1960.0
parcel_unit_like,בני ברק,6190-823-10,"דון יוסף הנשיא, בני ברק",דון יוסף הנשיא,2007-12-04,2020-01-14,0.576,37.0,,2.0,דירה בבית קומות,2nd hand,1960.0,47.0,4.0,בני ברק|6190-823|37.0||2.0|דירה בבית קומות|1960.0
parcel_unit_like,בני ברק,6190-823-11,"דון יוסף הנשיא, בני ברק",דון יוסף הנשיא,2013-02-28,2020-01-14,1.08,37.0,,2.0,דירה בבית קומות,2nd hand,1960.0,53.0,4.0,בני ברק|6190-823|37.0||2.0|דירה בבית קומות|1960.0
parcel_unit_like,בני ברק,6192-761-2,"קלישר, בני ברק",קלישר,2013-12-29,2014-04-29,0.58,20.32,,0.0,דירה בבית קומות,2nd hand,1960.0,53.0,1.0,בני ברק|6192-761|20.32||0.0|דירה בבית קומות|1960.0
parcel_unit_like,בני ברק,6192-761-2,"קלישר, בני ברק",קלישר,2013-12-29,2014-04-29,0.58,20.32,,0.0,דירה בבית קומות,2nd hand,1960.0,53.0,1.0,בני ברק|6192-761|20.32||0.0|דירה בבית קומות|1960.0
parcel_unit_like,בני ברק,6190-823-7,"דון יוסף הנשיא, בני ברק",דון יוסף הנשיא,2015-10-22,2020-01-14,1.47,37.0,,2.0,דירה בבית קומות,2nd hand,1960.0,55.0,4.0,בני ברק|6190-823|37.0||2.0|דירה בבית קומות|1960.0
parcel_unit_like,בני ברק,6190-823-9,"דון יוסף הנשיא, בני ברק",דון יוסף הנשיא,2021-01-10,2020-01-14,0.598,37.0,,2.0,דירה בבית קומות,2nd hand,1960.0,61.0,4.0,בני ברק|6190-823|37.0||2.0|דירה בבית קומות|1960.0
parcel_unit_like,בת ים,7120-135-480,"בן גוריון, בת ים",בן גוריון,1998-07-12,2001-08-22,0.361,50.0,,11.0,לא צויין סוג ,2nd hand,1970.0,28.0,17.0,בת ים|7120-135|50.0||11.0|לא צויין סוג|1970.0
parcel_unit_like,בת ים,7120-135-480,"בן גוריון, בת ים",בן גוריון,1998-07-12,2001-08-22,0.361,50.0,,11.0,לא צויין סוג ,2nd hand,1970.0,28.0,17.0,בת ים|7120-135|50.0||11.0|לא צויין סוג|1970.0
parcel_unit_like,בת ים,7120-135-479,"בן גוריון, בת ים",בן גוריון,1998-07-29,2001-08-22,0.501,50.0,,11.0,לא צויין סוג ,2nd hand,1970.0,28.0,17.0,בת ים|7120-135|50.0||11.0|לא צויין סוג|1970.0
parcel_unit_like,בת ים,7120-135-479,"בן גוריון, בת ים",בן גוריון,1998-07-29,2001-08-22,0.501,50.0,,11.0,לא צויין סוג ,2nd hand,1970.0,28.0,17.0,בת ים|7120-135|50.0||11.0|לא צויין סוג|1970.0
parcel_unit_like,בת ים,7131-160-2,"אילת, בת ים",אילת,2012-11-26,2004-02-08,0.62,40.9,,1.0,דירה בבית קומות,2nd hand,1960.0,52.0,3.0,בת ים|7131-160|40.9||1.0|דירה בבית קומות|1960.0
parcel_unit_like,בת ים,7131-160-2,"אילת, בת ים",אילת,2012-11-26,2004-02-08,0.62,40.9,,1.0,דירה בבית קומות,2nd hand,1960.0,52.0,3.0,בת ים|7131-160|40.9||1.0|דירה בבית קומות|1960.0
parcel_unit_like,בת ים,7131-160-14,"אילת, בת ים",אילת,2013-07-07,2004-02-08,0.749,40.9,,1.0,דירה בבית קומות,2nd hand,1960.0,53.0,3.0,בת ים|7131-160|40.9||1.0|דירה בבית קומות|1960.0
parcel_unit_like,בת ים,7131-160-14,"אילת, בת ים",אילת,2013-07-07,2004-02-08,0.749,40.9,,1.0,דירה בבית קומות,2nd hand,1960.0,53.0,3.0,בת ים|7131-160|40.9||1.0|דירה בבית קומות|1960.0
parcel_unit_like,הרצלייה,6527-220-14,"אבן שפרוט, הרצלייה",אבן שפרוט,1999-01-21,2000-07-05,0.13,23.0,,1.0,לא צויין סוג ,2nd hand,1960.0,39.0,3.0,הרצלייה|6527-220|23.0||1.0|לא צויין סוג|1960.0
parcel_unit_like,הרצלייה,6535-160-7,"הראובני, הרצלייה",הראובני,1999-03-28,1998-09-29,1.034,95.5,,4.0,לא צויין סוג ,2nd hand,1998.0,1.0,4.0,הרצלייה|6535-160|95.5||4.0|לא צויין סוג|1998.0
parcel_unit_like,הרצלייה,6536-712-2,"אלוף אלון יגאל, הרצלייה",אלוף אלון יגאל,2001-07-31,1999-03-25,1.055,97.0,,1.0,לא צויין סוג ,2nd hand,1998.0,3.0,4.0,הרצלייה|6536-712|97.0||1.0|לא צויין סוג|1998.0
parcel_unit_like,הרצלייה,6533-299-94,"סוקולוב, הרצלייה",סוקולוב,2010-01-03,2007-01-15,1.6,72.5,,16.0,דירה בבית קומות,2nd hand,2007.0,3.0,17.0,הרצלייה|6533-299|72.5||16.0|דירה בבית קומות|2007.0
parcel_unit_like,הרצלייה,6516-10-96,"העוגן, הרצלייה",העוגן,2010-09-26,2010-05-16,1.76,50.0,,5.0,מלונאות,New Project,2010.0,0.0,7.0,הרצלייה|6516-10|50.0||5.0|מלונאות|2010.0
parcel_unit_like,הרצלייה,6516-10-96,"העוגן, הרצלייה",העוגן,2010-09-26,2010-05-16,1.76,50.0,,5.0,מלונאות,New Project,2010.0,0.0,7.0,הרצלייה|6516-10|50.0||5.0|מלונאות|2010.0
parcel_unit_like,הרצלייה,6668-1350-7,"קדושי השואה, הרצלייה",קדושי השואה,2023-08-14,2014-07-17,2.034,31.78,,0.0,חנות,2nd hand,1970.0,53.0,9.0,הרצלייה|6668-1350|31.78||0.0|חנות|1970.0
parcel_unit_like,הרצלייה,7291-258-9,"בר כוכבא, הרצלייה",בר כוכבא,2024-04-11,2024-03-22;2024-03-31,0.135,,,1.0,משרד,New Project,2024.0,0.0,,הרצלייה|7291-258|||1.0|משרד|2024.0
parcel_unit_like,הרצלייה,7291-258-9,"בר כוכבא, הרצלייה",בר כוכבא,2024-04-11,2024-03-22;2024-03-31,0.135,,,1.0,משרד,New Project,2024.0,0.0,,הרצלייה|7291-258|||1.0|משרד|2024.0
parcel_unit_like,חדרה,10037-513-28,"רבין יצחק, חדרה",רבין יצחק,2000-05-04,1999-12-29,0.542,83.0,,0.0,לא צויין סוג ,2nd hand,1999.0,1.0,8.0,חדרה|10037-513|83.0||0.0|לא צויין סוג|1999.0
parcel_unit_like,חדרה,10031-17-406,"ניצנים, חדרה",ניצנים,2003-03-10,1998-05-20,0.436,100.0,,9.0,לא צויין סוג ,New Project,2018.0,-15.0,12.0,חדרה|10031-17|100.0||9.0|לא צויין סוג|2018.0
parcel_unit_like,חולון,6869-122-41,"מוטה גור, חולון",מוטה גור,2004-12-28,2003-11-26,1.755,140.59,,11.0,דירה בבית קומות,New Project,2004.0,0.0,12.0,חולון|6869-122|140.59||11.0|דירה בבית קומות|2004.0
parcel_unit_like,חיפה,10817-29-2,"החי""ל, חיפה","החי""ל",1998-03-18,1998-05-20;1998-06-08,0.555,75.0,,5.0,לא צויין סוג ,2nd hand,1997.0,1.0,7.0,חיפה|10817-29|75.0||5.0|לא צויין סוג|1997.0
parcel_unit_like,חיפה,11195-69-17,"הסחלב, חיפה",הסחלב,1998-05-29,1999-03-16,0.899,100.0,,2.0,לא צויין סוג ,New Project,1998.0,0.0,2.0,חיפה|11195-69|100.0||2.0|לא צויין סוג|1998.0
parcel_unit_like,חיפה,10817-29-7,"החי""ל, חיפה","החי""ל",1999-12-19,1999-01-04;1999-08-17,0.609,80.0,,6.0,לא צויין סוג ,2nd hand,1997.0,2.0,7.0,חיפה|10817-29|80.0||6.0|לא צויין סוג|1997.0
parcel_unit_like,חיפה,10756-91-23,"מור, חיפה",מור,2000-10-26,2002-04-08;2003-06-04,1.11,130.25,,5.0,לא צויין סוג ,New Project,2002.0,-2.0,5.0,חיפה|10756-91|130.25||5.0|לא צויין סוג|2002.0
parcel_unit_like,חיפה,10756-91-19,"מור, חיפה",מור,2001-01-21,2002-05-01;2002-05-16,0.767,95.73,,3.0,לא צויין סוג ,New Project,2002.0,-1.0,5.0,חיפה|10756-91|95.73||3.0|לא צויין סוג|2002.0
parcel_unit_like,חיפה,10756-91-12,"מור, חיפה",מור,2002-02-19,2002-04-08;2003-06-04,0.988,130.25,,5.0,לא צויין סוג ,New Project,2002.0,0.0,5.0,חיפה|10756-91|130.25||5.0|לא צויין סוג|2002.0
parcel_unit_like,חיפה,11195-75-2,"אמנון ותמר, חיפה",אמנון ותמר,2002-09-02,1998-09-08,0.89,82.0,,3.0,לא צויין סוג ,2nd hand,1998.0,4.0,3.0,חיפה|11195-75|82.0||3.0|לא צויין סוג|1998.0
parcel_unit_like,חיפה,11196-130-241,"חלמיש, חיפה",חלמיש,2003-04-14,2003-04-24,0.988,115.0,,8.0,לא צויין סוג ,New Project,2008.0,-5.0,16.0,חיפה|11196-130|115.0||8.0|לא צויין סוג|2008.0
parcel_unit_like,חיפה,11196-130-241,"חלמיש, חיפה",חלמיש,2003-04-14,2003-04-24,0.988,115.0,,8.0,לא צויין סוג ,New Project,2008.0,-5.0,16.0,חיפה|11196-130|115.0||8.0|לא צויין סוג|2008.0
parcel_unit_like,חיפה,11720-64-98,"יד לבנים, חיפה",יד לבנים,2012-04-24,2003-07-27,0.62,71.0,,15.0,דירה בבית קומות,2nd hand,1999.0,13.0,9.0,חיפה|11720-64|71.0||15.0|דירה בבית קומות|1999.0
parcel_unit_like,ירושלים,30092-2-4,"בית לחם, ירושלים",בית לחם,2000-03-21,1999-05-11,0.386,48.2,,1.0,לא צויין סוג ,2nd hand,1960.0,40.0,4.0,ירושלים|30092-2|48.2||1.0|לא צויין סוג|1960.0
parcel_unit_like,ירושלים,30338-231-48,"קול משה, ירושלים",קול משה,2000-04-24,1999-04-19,0.907,72.4,,2.0,לא צויין סוג ,New Project,2001.0,-1.0,8.0,ירושלים|30338-231|72.4||2.0|לא צויין סוג|2001.0
parcel_unit_like,ירושלים,30092-2-29,"בית לחם, ירושלים",בית לחם,2000-06-29,1999-05-11,0.079,48.2,,1.0,לא צויין סוג ,2nd hand,1960.0,40.0,4.0,ירושלים|30092-2|48.2||1.0|לא צויין סוג|1960.0
parcel_unit_like,ירושלים,30338-231-53,"קול משה, ירושלים",קול משה,2000-09-13,1998-07-28;1999-08-12,1.36,95.7,,4.0,לא צויין סוג ,New Project,2001.0,-1.0,8.0,ירושלים|30338-231|95.7||4.0|לא צויין סוג|2001.0
parcel_unit_like,ירושלים,30338-231-43,"קול משה, ירושלים",קול משה,2000-10-25,1998-07-28;1999-08-12,1.39,95.7,,4.0,לא צויין סוג ,New Project,2001.0,-1.0,8.0,ירושלים|30338-231|95.7||4.0|לא צויין סוג|2001.0
parcel_unit_like,ירושלים,30092-6-73,"חברון, ירושלים",חברון,2002-02-19,2001-12-25,0.238,59.0,,4.0,לא צויין סוג ,2nd hand,1960.0,42.0,4.0,ירושלים|30092-6|59.0||4.0|לא צויין סוג|1960.0
parcel_unit_like,ירושלים,30424-25-1,"הרב שמואל נתן, ירושלים",הרב שמואל נתן,2002-10-31,1999-03-21,1.477,122.2,,0.0,לא צויין סוג ,2nd hand,1997.0,5.0,2.0,ירושלים|30424-25|122.2||0.0|לא צויין סוג|1997.0
parcel_unit_like,כפר סבא,6435-210-20,"יציאת אירופה, כפר סבא",יציאת אירופה,2000-10-08,2000-06-06,0.83,91.4,,5.0,לא צויין סוג ,2nd hand,1999.0,1.0,7.0,כפר סבא|6435-210|91.4||5.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6435-210-20,"יציאת אירופה, כפר סבא",יציאת אירופה,2000-10-08,2000-06-06,0.83,91.4,,5.0,לא צויין סוג ,2nd hand,1999.0,1.0,7.0,כפר סבא|6435-210|91.4||5.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6435-210-21,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-04-29,2001-03-21,0.83,91.4,,6.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|91.4||6.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6435-210-21,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-04-29,2001-03-21,0.83,91.4,,6.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|91.4||6.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,7606-115-13,"בקעת בית נטופה, כפר סבא",בקעת בית נטופה,2001-05-15,2001-01-08,0.928,96.0,,0.0,לא צויין סוג ,2nd hand,2000.0,1.0,,כפר סבא|7606-115|96.0||0.0|לא צויין סוג|2000.0
parcel_unit_like,כפר סבא,6435-210-19,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-07-31,2001-06-01,0.906,105.4,,5.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|105.4||5.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6435-210-19,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-07-31,2001-06-01,0.906,105.4,,5.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|105.4||5.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6434-303-2,"הר צין, כפר סבא",הר צין,2001-09-07,2001-11-08,1.569,156.42,,0.0,לא צויין סוג ,New Project,2001.0,0.0,,כפר סבא|6434-303|156.42||0.0|לא צויין סוג|2001.0
parcel_unit_like,כפר סבא,6435-210-2,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-10-22,2000-04-09,0.884,105.4,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|105.4||1.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,6435-210-2,"יציאת אירופה, כפר סבא",יציאת אירופה,2001-10-22,2000-04-09,0.884,105.4,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,7.0,כפר סבא|6435-210|105.4||1.0|לא צויין סוג|1999.0
parcel_unit_like,כפר סבא,7618-166-4,"עמק חרוד, כפר סבא",עמק חרוד,2002-05-06,1998-09-16,0.823,78.67,,1.0,לא צויין סוג ,2nd hand,1998.0,4.0,4.0,כפר סבא|7618-166|78.67||1.0|לא צויין סוג|1998.0
parcel_unit_like,כפר סבא,7606-180-1,"בקעת הירח, כפר סבא",בקעת הירח,2002-10-10,2002-10-31,1.32,190.5,,0.0,לא צויין סוג ,New Project,2002.0,0.0,,כפר סבא|7606-180|190.5||0.0|לא צויין סוג|2002.0
parcel_unit_like,כפר סבא,7606-181-2,"בקעת הירח, כפר סבא",בקעת הירח,2002-11-21,2002-07-29,1.357,190.5,,0.0,לא צויין סוג ,New Project,2002.0,0.0,,כפר סבא|7606-181|190.5||0.0|לא צויין סוג|2002.0
parcel_unit_like,כפר סבא,7618-78-30,"עמק חורון, כפר סבא",עמק חורון,2005-11-01,2006-12-11,1.359,104.0,,3.0,דירה בבית קומות,New Project,2006.0,-1.0,3.0,כפר סבא|7618-78|104.0||3.0|דירה בבית קומות|2006.0
parcel_unit_like,כפר סבא,7618-319-1,"עמק עירון, כפר סבא",עמק עירון,2006-10-15,2006-12-10,1.367,106.7,,0.0,דירה בבית קומות,New Project,2007.0,-1.0,6.0,כפר סבא|7618-319|106.7||0.0|דירה בבית קומות|2007.0
parcel_unit_like,כפר סבא,7618-78-20,"עמק חורון, כפר סבא",עמק חורון,2020-06-23,2006-12-11,2.65,104.0,,3.0,דירה בבית קומות,2nd hand,2006.0,14.0,3.0,כפר סבא|7618-78|104.0||3.0|דירה בבית קומות|2006.0
parcel_unit_like,כפר סבא,7607-125-219,"התע""ש, כפר סבא","התע""ש",2024-06-09,2006-09-12;2010-08-05;2010-09-07;2012-05-22;2019-03-28;2020-12-10;2021-02-21;2023-05-10,0.257,,,3.0,משרד,2nd hand,1999.0,25.0,5.0,כפר סבא|7607-125|||3.0|משרד|1999.0
parcel_unit_like,כפר סבא,7607-125-219,"התע""ש, כפר סבא","התע""ש",2024-06-09,2006-09-12;2010-08-05;2010-09-07;2012-05-22;2019-03-28;2020-12-10;2021-02-21;2023-05-10,0.257,,,3.0,משרד,2nd hand,1999.0,25.0,5.0,כפר סבא|7607-125|||3.0|משרד|1999.0
parcel_unit_like,נתניה,8006-54-12,"הרב הרטום שמואל, נתניה",הרב הרטום שמואל,1999-09-17,2001-05-20,0.857,110.7,,0.0,לא צויין סוג ,New Project,1999.0,0.0,3.0,נתניה|8006-54|110.7||0.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8242-11-7,"האר""י, נתניה","האר""י",1999-11-29,1998-03-09,0.782,44.5,,0.0,לא צויין סוג ,2nd hand,1993.0,6.0,2.0,נתניה|8242-11|44.5||0.0|לא צויין סוג|1993.0
parcel_unit_like,נתניה,8270-43-12,"דוד המלך, נתניה",דוד המלך,2000-08-28,1999-07-14,1.21,105.93,,4.0,לא צויין סוג ,2nd hand,1999.0,1.0,15.0,נתניה|8270-43|105.93||4.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,7932-586-11,"חטיבת הראל, נתניה",חטיבת הראל,2001-01-16,1999-12-20,0.987,168.16,,0.0,לא צויין סוג ,2nd hand,1994.0,7.0,2.0,נתניה|7932-586|168.16||0.0|לא צויין סוג|1994.0
parcel_unit_like,נתניה,7932-586-11,"חטיבת הראל, נתניה",חטיבת הראל,2001-01-16,1999-12-20,0.987,168.16,,0.0,לא צויין סוג ,2nd hand,1994.0,7.0,2.0,נתניה|7932-586|168.16||0.0|לא צויין סוג|1994.0
parcel_unit_like,נתניה,8270-43-45,"דוד המלך, נתניה",דוד המלך,2001-05-10,2000-02-18,1.015,77.93,,12.0,לא צויין סוג ,2nd hand,1999.0,2.0,15.0,נתניה|8270-43|77.93||12.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8006-54-26,"יעל אשת חבר הקיני, נתניה",יעל אשת חבר הקיני,2001-09-07,1999-12-31,0.677,97.5,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,3.0,נתניה|8006-54|97.5||1.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8006-54-26,"יעל אשת חבר הקיני, נתניה",יעל אשת חבר הקיני,2001-09-07,1999-12-31,0.677,97.5,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,3.0,נתניה|8006-54|97.5||1.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8449-9-74,"הבריגדה היהודית, נתניה",הבריגדה היהודית,2001-09-28,1999-11-09,1.045,140.9,,12.0,לא צויין סוג ,2nd hand,1998.0,3.0,14.0,נתניה|8449-9|140.9||12.0|לא צויין סוג|1998.0
parcel_unit_like,נתניה,8006-54-28,"יעל אשת חבר הקיני, נתניה",יעל אשת חבר הקיני,2001-11-27,1999-03-23,0.63,87.6,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,3.0,נתניה|8006-54|87.6||1.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8006-54-28,"יעל אשת חבר הקיני, נתניה",יעל אשת חבר הקיני,2001-11-27,1999-03-23,0.63,87.6,,1.0,לא צויין סוג ,2nd hand,1999.0,2.0,3.0,נתניה|8006-54|87.6||1.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,7993-155-4,"תורמוס, נתניה",תורמוס,2001-12-19,1998-08-25;1998-11-23,1.546,174.25,,1.0,לא צויין סוג ,2nd hand,1997.0,4.0,,נתניה|7993-155|174.25||1.0|לא צויין סוג|1997.0
parcel_unit_like,נתניה,7993-156-4,"תורמוס, נתניה",תורמוס,2002-01-03,1999-04-27;1999-05-27;1999-06-22,1.578,174.25,,1.0,לא צויין סוג ,2nd hand,1999.0,3.0,,נתניה|7993-156|174.25||1.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,9901-43-38,"שפיגלמן אברהם, נתניה",שפיגלמן אברהם,2002-02-21,2002-05-12,0.544,79.3,,1.0,לא צויין סוג ,New Project,2002.0,0.0,8.0,נתניה|9901-43|79.3||1.0|לא צויין סוג|2002.0
parcel_unit_like,נתניה,9901-40-48,"הר מירון, נתניה",הר מירון,2002-02-27,2002-04-15,0.652,100.0,,1.0,לא צויין סוג ,2nd hand,2001.0,1.0,6.0,נתניה|9901-40|100.0||1.0|לא צויין סוג|2001.0
parcel_unit_like,נתניה,9901-40-47,"הר מירון, נתניה",הר מירון,2002-03-04,2002-04-15,0.644,100.0,,1.0,לא צויין סוג ,2nd hand,2001.0,1.0,6.0,נתניה|9901-40|100.0||1.0|לא צויין סוג|2001.0
parcel_unit_like,נתניה,8270-43-43,"דוד המלך, נתניה",דוד המלך,2002-04-08,2000-04-30,1.2,105.93,,12.0,לא צויין סוג ,2nd hand,1999.0,3.0,15.0,נתניה|8270-43|105.93||12.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8270-43-4,"דוד המלך, נתניה",דוד המלך,2002-08-20,2000-03-08,1.017,105.93,,2.0,לא צויין סוג ,2nd hand,1999.0,3.0,15.0,נתניה|8270-43|105.93||2.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8270-43-52,"דוד המלך, נתניה",דוד המלך,2002-08-29,2003-05-12,1.166,106.28,,14.0,לא צויין סוג ,2nd hand,1999.0,3.0,15.0,נתניה|8270-43|106.28||14.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8270-43-13,"דוד המלך, נתניה",דוד המלך,2003-11-04,1999-09-02,0.992,77.94,,4.0,לא צויין סוג ,2nd hand,1999.0,4.0,15.0,נתניה|8270-43|77.94||4.0|לא צויין סוג|1999.0
parcel_unit_like,נתניה,8247-191-37,"מרשל פייר קניג, נתניה",מרשל פייר קניג,2005-09-18,2005-05-27,1.676,130.0,,6.0,דירה בבית קומות,New Project,2005.0,0.0,16.0,נתניה|8247-191|130.0||6.0|דירה בבית קומות|2005.0
parcel_unit_like,נתניה,9904-30-22,"דגניה, נתניה",דגניה,2006-08-29,2006-12-31,0.914,110.25,,6.0,דירה בבית קומות,New Project,2007.0,-1.0,7.0,נתניה|9904-30|110.25||6.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,9901-11-1,"הגולן, נתניה",הגולן,2006-10-02,2006-12-14,0.903,107.95,,0.0,דירה בבית קומות,New Project,2007.0,-1.0,6.0,נתניה|9901-11|107.95||0.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,9901-11-14,"הגולן, נתניה",הגולן,2007-03-07,2006-12-28,0.835,117.58,,4.0,דירה בבית קומות,New Project,2007.0,0.0,6.0,נתניה|9901-11|117.58||4.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,9901-11-26,"החרמון, נתניה",החרמון,2007-06-03,2006-12-14,0.97,107.95,,0.0,דירה בבית קומות,New Project,2007.0,0.0,6.0,נתניה|9901-11|107.95||0.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,9901-11-39,"החרמון, נתניה",החרמון,2007-08-29,2006-12-28,0.9,117.58,,4.0,דירה בבית קומות,New Project,2007.0,0.0,6.0,נתניה|9901-11|117.58||4.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,9901-11-40,"החרמון, נתניה",החרמון,2008-01-28,2006-12-28,0.93,117.58,,4.0,דירה בבית קומות,2nd hand,2007.0,1.0,6.0,נתניה|9901-11|117.58||4.0|דירה בבית קומות|2007.0
parcel_unit_like,נתניה,8269-177-38,"שמואל הנציב, נתניה",שמואל הנציב,2010-04-16,2005-11-06,0.68,64.9,,3.0,דירה בבית קומות,2nd hand,1960.0,50.0,3.0,נתניה|8269-177|64.9||3.0|דירה בבית קומות|1960.0
parcel_unit_like,נתניה,9904-54-47,"יוסף, נתניה",יוסף,2010-12-15,2003-01-13,1.36,95.6,,5.0,דירה בבית קומות,2nd hand,2003.0,7.0,6.0,נתניה|9904-54|95.6||5.0|דירה בבית קומות|2003.0
parcel_unit_like,נתניה,9904-54-47,"יוסף, נתניה",יוסף,2010-12-15,2003-01-13,1.36,95.6,,5.0,דירה בבית קומות,2nd hand,2003.0,7.0,6.0,נתניה|9904-54|95.6||5.0|דירה בבית קומות|2003.0
parcel_unit_like,נתניה,8276-17-2,"הורדים, נתניה",הורדים,2018-12-05,2004-03-14,3.0,131.9,,0.0,דירה בבית קומות,2nd hand,1972.0,46.0,1.0,נתניה|8276-17|131.9||0.0|דירה בבית קומות|1972.0
parcel_unit_like,נתניה,8266-58-45,"הרצל, נתניה",הרצל,2020-10-15,2021-03-08,0.4,24.5,,6.0,משרד,2nd hand,1970.0,50.0,8.0,נתניה|8266-58|24.5||6.0|משרד|1970.0
parcel_unit_like,נתניה,8266-58-45,"הרצל, נתניה",הרצל,2020-10-15,2021-03-08,0.4,24.5,,6.0,משרד,2nd hand,1970.0,50.0,8.0,נתניה|8266-58|24.5||6.0|משרד|1970.0
parcel_unit_like,נתניה,9086-21-7,"לנטוס טום, נתניה",לנטוס טום,2021-07-07,2022-03-09,0.943361,54.0,,4.0,משרד,New Project,2021.0,0.0,2.0,נתניה|9086-21|54.0||4.0|משרד|2021.0
parcel_unit_like,פתח תקווה,6386-264-33,"רוטשילד, פתח תקווה",רוטשילד,1998-10-26,1998-10-14,0.886,101.2,,8.0,לא צויין סוג ,New Project,1999.0,-1.0,9.0,פתח תקווה|6386-264|101.2||8.0|לא צויין סוג|1999.0
parcel_unit_like,פתח תקווה,6386-264-51,"כץ מיכל לייב, פתח תקווה",כץ מיכל לייב,1998-10-26,1998-10-16,0.837,101.2,,4.0,לא צויין סוג ,New Project,1999.0,-1.0,9.0,פתח תקווה|6386-264|101.2||4.0|לא צויין סוג|1999.0
